emotion;text;rand
disgust;When I felt the smell of industries that pollute.;0.40540483
fear;im feeling terrified;0.42011949
surprise;i am feeling a bit overwhelmed this week;0.137868212
sadness;i feel submissive;0.964773772
surprise;i am feeling a bit overwhelmed with all of the things that need to get done before conner arrives but i know that somehow and someway everything will all come together;0.583308593
fear;i am feeling fear and might just say to myself that i am too scared to even try taking on the new role;0.688335489
disgust;"My superior at the summer job swindled customers as much as he 
could, and once put me in a difficult situation after which I 
could not but detest him.";0.503048422
sadness;i can feel the awful crash from the sugar overload i gave myself along with the bloating from the gluten bad fats and general garbage that comes with all processed foods;0.360387236
anger;i feel it is rude to try and make contact a third time unless they prompt it first;0.747776118
joy;i wrote around then and its sitting and collecting dust until i feel brave enough to work on it again and make it good;0.381649486
joy;i feel it is much more then just some innocent fantasy;0.144374804
surprise;i was left feeling a bit overwhelmed shocked and emotionally exhausted and yet content that i had chosen to visit and learn from somewhere that actually understood the spectrum of what had happened but i was glad that i had left this museum to last;0.317893716
joy;i may be more biased than the next because i have a dependent life to take care of and to keep safe but i feel we all need to take care of ourselves as well;0.459626747
anger;i read a blog the other day that described perfectly how i feel about other people and their obnoxious baby posts on facebook;0.313208955
joy;i say compassion which make me willing to return to martyrs whereas i never feel myself eager to play more funny games;0.258306897
surprise;i remember feeling really surprised as the strawberries weren t spoiled afterward instead it turned into a peachy color and lots of small strawberries started to float into the sky;0.208016102
surprise;i hate one of my suture it is on my left side and i feel it is in a funny place and it hinders my wc stuff sorry tmi;0.168735249
anger;i don t sit in a corner and snidely slag them off i ll confront them and let them know that i feel i ve been wronged by them;0.232833605
joy;im feeling stress sucks and so the not so pretty truth about what im feeling stress sucksseptember th;0.128447227
sadness;i know i should not feel ugly as i am a creation of god and not alone for i have jesus forever by me but nature looks me in the face everyday and shows me the brutality of earth;0.925251786
fear;i feel like my perspective has been shaken by my experience in argentina;0.812034952
anger;im not a bartender but i feel a little bit offended when i read bar reviews and someone complains about that;0.333529696
sadness;i feel a bit pathetic but i am lost at the moment;0.525256929
surprise;i started to feel the difference in my body i was shocked by the results;0.135099012
joy;i think i have a decent grasp on it now but itll still take some trial and error before i feel assured about talent scouting;0.649642225
disgust;I felt disgust when I saw a dead animal on the roadway.;0.01444345
fear;i wanna say it out loud to him but i feel shy hehehe;0.407958757
disgust;"When I went in a clinical hospital and saw in what conditions 
people are attended there.";0.323160724
sadness;i feel like im effin fake im sorry;0.815885075
fear;i feel hesitant to buy another belly dancing dvd workout;0.232966721
sadness;im kind of feeling hopeless about the job situation;0.452285261
sadness;i feel very sorrowful for the children killed in lebanon and the world over born and unborn alike;0.184502571
joy;i would have just told him how i was feeling maybe the issue could have been resolved and i wouldn t have been so physically uncomfortable;0.53421796
joy;i don t want to remind him i want him to and yet i feel i can t continue supporting him in this relationship without this extra support but i have to even do this in a sensitive but firm way to set boundaries and parameters on what is okay for me and what is needed for him;0.056758419
disgust;When I see someone vomitting.;0.993087728
fear;ive just been feeling scared;0.805782579
joy;im excited to feel the special spirit she will bring to our home;0.506415161
surprise;i honestly didn t feel as if i did so i m surprised though i suppose i shouldn t be;0.584510969
disgust;The price I was charged for work on my car.;0.88185227
surprise;i see this great monument i feel very impressed by the fact they made something so spectacular without a computer;0.733671683
surprise;i cared that he won which is way more intense a feeling than i would have felt had i simply been surprised that he won;0.157817484
joy;im feeling very proud;0.155390267
surprise;i sometimes feel shocked;0.990897985
anger;i am feeling irate about now;0.242685245
disgust;"Several years ago I stayed with friends in the mountains for one 
week. We lived in a hut and had to cook for ourselves. One day my 
friend did not succeed in preparing spaghetti. That dinner was 
terrible - nevertheless we all ate rather much and had an 
improper and unsavoury conversation.";0.885876295
disgust;"I once saw a programme on TV describing how certain wild life 
films were made and was disgusted by the treatment of certain 
animals in this particular programme of the polar bear.";0.378504368
disgust;"When I attended school, our class visited an institution for 
mentally and physically handicapped persons. Although I tried to 
control my feelings, I was disgusted.";0.494150584
sadness;i just feel jaded and thoughtful;0.658367713
surprise;i feel so amazed seeing the everyday routine of many people that i am led to believe that humans are professionals at repulsing people from their life;0.308303935
surprise;i feel still like such a child myself yet those kids who i tutor are shocked that i am not married;0.416784786
disgust;Someone ruining someone's property just for the fun of it.;0.889729182
disgust;"A child told me she had been sexually abused by her step-father. 
I only knew the child and had not come into contact with either 
parent. I tried to do what was best for the child. The event and 
the stepfather disgusted me.";0.273790449
surprise;i feel stunned shocked;0.547234414
sadness;ive been feeling hopeless and helpless;0.749009709
anger;i enjoy those tasks i occasionally feel resentful about the fact that his interest in cooking begins and ends with putting a frozen veggie burger in the toaster oven;0.118298681
disgust;"A situation of overt unfairness, manipulation of people and its 
consequences.";0.038735531
anger;i was shopping in utrecht with friends;0.291767118
joy;i as back into my fighting weight feeling energetic and alive;0.968313854
surprise;i feel sooooooooooooo damn curious abou wat happen on e day i fell sick;0.360942887
sadness;i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could;0.110361239
surprise;i try to be okay in these environments i really do trying to act like im all good but i feel so judged so idk weird;0.898450879
joy;i feel accepted and can be myself;0.519371419
disgust;"After the accident which I described in SHAME. I came to myself 
and saw how terrible everything looked like. I disgusted myself 
and everything I saw.";0.68766632
anger;i was left feeling really grumpy and put out because we re stuck dealing with issues that really arent ours;0.979429698
fear;i feel a little bit doubtful;0.361899311
anger;i dont want her name to be able to be googled so im not writing it here make of that what you will and i was talking about how isolating being bereaved is and how ive been feeling especially bitter lately;0.805508813
anger;i don t feel like i ve been as grouchy;0.232777298
fear;i am feeling a little apprehensive and sad about leaving bella for four nights;0.94254148
anger;i cannot help but feel selfish for this knowing we should just be grateful to have mac with us at all;0.975761987
joy;i am glad that i made close enough friends in cbe friends who made me feel that the years in cbe have been worthwhile;0.50623105
sadness;i stopped feeling homesick some time ago;0.456549027
anger;i feel like you dont i really dont want to be bothered with you;0.125680809
fear;i can t help feeling the frantic heart beat;0.320657367
sadness;i feel so unloved here;0.943312099
fear;i still cant get my head around whats going on or how i feel about all this and i have never felt so confused in all my life;0.096471849
sadness;i mean i feel like its such a tragic loss i cant even begin to imagine how the band and his family must feel and what theyre going through right now;0.190356677
disgust;"When I was in Eindhoven on an Exhibition of Hernan Nitsche, who 
made paintings with real blood. There were also photographs about 
the killing of cows.";0.906670603
surprise;i kind of feel like the curious case of benjamin button like a baby born old but growing into a young person;0.525580418
joy;i feel like im a reasonably talented writer as far as the technical side of things go but i dunno if i have the creativity to write anything beyond self indulgent and narcissistic pap thats relevant to me but really says nothing about the human condition;0.62963125
sadness;im afraid of how long i could spend feeling so regretful and sad and memorative;0.558268432
anger;i did in april and how i couldn t feel my feet until the run because the water was so cold;0.160095231
joy;i need to make the best of it and stop waiting to feel better;0.707729197
fear;im feeling frightened and i dont know how to handle this;0.268748393
joy;i like the feeling that i have a talent to entertain and at my age that is quite precious;0.291870221
joy;i feel that s only acceptable because you re supposed to be looking out for your child s best interest it s not cool;0.284762852
anger;i feel envious and a little mystified;0.52132582
anger;i experienced this sunday when i took this video i had to take glass off halfway through the sermon and at the communion rail because i was feeling distracted and not taken seriously i sensed others were too;0.455577469
fear;i no longer feel frightened and timid;0.558244599
fear;i feel frightened by what i myself do not fear;0.970027772
sadness;i feel stupid that i felt that way about you but i feel even stupider is that even a word;0.425293763
sadness;im poor jobless without income and technically homeless while stuck in a situation which makes me feel unhappy as my financial situation ever worsens;0.774254089
surprise;i feel strange urges to buy pencils and sharpen them neatly;0.328963152
joy;im not feeling very jolly i worry about and miss rowan constantly and am reminded about this time last year when mulberry was living his last days;0.717197202
fear;i know that sometimes when you go out for dinner with your parents and relatives you do feel shy to tell them you have formed a band;0.323041384
sadness;i feel soooo idiotic saying that;0.169348449
sadness;i feel and i hope you enjoy them and follow along through my troubled life;0.814714783
disgust;"I felt disgust with a person whose behaviour was out of the 
elementary human norms.";0.172781684
anger;i feeling dangerous at wimbledon height src http www;0.406726962
disgust;"At a discussion a friend took a ""faschistic view"", what I had not 
expected.";0.155334376
surprise;i had a feeling this months loot crate was going to be amazing i really am like a kid because as soon as i saw it had been dispatched i was checking instagram for spoilers and i was not disappointed so i texted c telling him he would love this months box;0.383781311
fear;i could at least count it i didnt feel as frantic while the group followed the bird as it moved north through the trees;0.096718541
surprise;i find myself feeling a strange mix of stressed out and bored when i watch;0.645043399
fear;i feel like america is reluctant to learn from others and make things better;0.998179322
disgust;"Disgust - no. Maybe it is more precise to say revultion at a worm 
or a snake. But I mean it in a social aspect when somebody had 
behaved like a scoundrel to you, when by his actions he has made 
you change your attitude towards him but I thing this feeling the 
way I meant it, is not typical for the people interrelations.";0.183019417
sadness;i didn t exaggerate it and i didn t milk it to get more but i definitely enjoyed the feeling of melancholy and allowed my mind to play up to it;0.770366827
anger;i was taking everything out on andy because he was the only one who knew how i was feeling and i hated him knowing the truth;0.919903834
surprise;i am feeling pretty impressed;0.352417556
disgust;The man who threw me out of the flat disgusted me.;0.464658062
fear;i still feel unsure about it i think its a bit soon but then again ill keep my fingers crossed for that one;0.471542629
sadness;i feel i am being neglectful to a lot of you by not responding to your comments;0.941738837
joy;i feel that i am already successful in that i can hold my head up high and finally shout i am worthy;0.088456292
anger;when i had a serious argument with a dear person;0.993851886
anger;i know he meant to say he was feeling impatient and wanted to go home but it came out as shut up you stupid lady;0.094808471
surprise;im feeling a little funny today aiden has thrown me off by going to bed an hour early he fell asleep on the bottle;0.456186881
anger;i feel like i have to leave so much of my life out when i talk with my mother because i know she has hated so many people in my life;0.481881233
fear;im feeling really overwhelmed honestly;0.640937939
anger;i feel distracted during those times;0.97592651
fear;i don t feel insecure;0.269521504
joy;i see how daring she is i feel that its charming;0.291360949
sadness;i am feeling a little isolated in that way;0.298692172
joy;i love the work that i do and i feel lucky to be a part of the a href http momstown;0.983876364
fear;i could feel myself getting agitated little things i wouldn t notice any other time where starting to give me the sensation of impending rage;0.091244258
sadness;i took a couple cuttings and trimmed back the lanky growth that hadnt filled out part of what made if feel unhappy and i hung it in the window to the left of my kitchen sink;0.834000967
anger;i am in a hurry and feel irritated by it but i understand now what it means to bless your family by keeping your house in order;0.894728766
sadness;i feel like im a useless person;0.673382091
anger;i wouldnt feel so hostile and such but at least today;0.355004352
joy;i feel my portfolio demonstrates how eager i am to learn but some who know me better might call it annoyingly persistent;0.806459755
disgust;Disgust of drunkers and of blood.;0.109637522
disgust;"A teacher giving a test was called by a student by his first 
name. He (the teacher) said that he didn't give him this liberty.";0.51662146
surprise;i started feeling funny and next thing i remember is slightly being awake for a little bit of the surgery and maybe being a little unnerved about it but that s how light anesthesia was that he applied;0.495236107
joy;i definitely feel invigorated;0.053159289
disgust;When I entered a toilet in a bar and it stank.;0.014327529
fear;i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough;0.015016325
disgust;"I saw the gare of a prison. This gare and the building were in 
deplorable condition and were full of rubbish.";0.910410915
fear;i was feeling overwhelmed by all the options i could see like a red cropped sweater for me or my best friends sweater or a bird or frog toys for future babies that people keep having or a snood or;0.870645912
disgust;I had to change a baby's clothes for the first time.;0.646160576
surprise;i feel is not funny at all;0.879645769
surprise;i remember walking out of that hospital room and feeling stunned and completely untethered;0.417400653
surprise;im able to hobble my way back to the car walking feels really strange its like my let got longer again;0.005230872
anger;i am alone with my thoughts i sometimes feel a little jealous imagining that someone else could please you more than me;0.959614944
surprise;i always had a gut feeling that something was weird about the th th level spells while the th level list has the stark powers over life death and eternity death spell reincarnation disintegrate control weather anti magic shell permanent geas and invisible stalker etc;0.723049173
sadness;i just panicked until peony told me to go and get the doc he looked at me and i knew that he was feeling completely useless;0.758956411
disgust;"In school I had difficulties mith mathematics. When I had to work 
for an examination, I really felt disgusted.";0.531590964
sadness;i remember how i was feeling gloomy on the th i even cried in front of him and he just hugged me and everything was okay;0.994273588
fear;i slid into you wanting to feel the frantic heat and friction of our bodies rubbing together but you had other ideas;0.937154009
sadness;i went to bed feeling totally drained with silent tears falling down my face;0.534291186
surprise;i get the feeling that most people are somewhat shocked that the president is unaware of soaring fuel prices;0.836851716
disgust;"A drunk man attacked his wife and wanted to humiliate her by 
insulting her. Then he turned violent and started to beat her in 
front of her child. She left it happen without saying a word in 
order not to make things worse. I watched the scene and tried to 
calm the man, but without success. Just because he was stronger 
we had to comply. From that day I detested him.";0.695562432
disgust;"Being in a Malaysian city with my girlfriend coming out of a 
picture theatre - seeing her rush up to a taxi that a very old 
sick man was trying to get to. Seeing her take over the taxi.";0.135766876
fear;i go to sleep he snuggles up next to me and i don t kick him out or feel strange about it anymore;0.383088608
joy;im feeling very festive and enjoying welcoming the advent season in ways i havent for a while;0.527047904
disgust;I was disgusted to find out that the water isn't filtered or purified before it leaves Latimer Hall from the drains.;0.44716307
sadness;i wake up feeling less groggy span style font size;0.751429008
surprise;i go home and things aren t really the same anymore it seems like people don t really change but that s what makes it feel so weird because you come back and you ve changed so much;0.474080427
disgust;"On a trip I passed by a cellulose factory. It was a fine day, 
beautiful landscape; I observed this factory with disgust.";0.494082941
surprise;i can feel my hips and feet starting to object but i guess i should not be too surprised as km is the furthest i have ever run in at one time and thats including km on bitumen;0.756575037
surprise;im left feeling stunned and unable to feel anything more;0.99688919
joy;i am feeling inspired to create;0.86515311
sadness;i guess i was feeling a little jaded as they say but i have missed my blog a lot;0.242366241
sadness;i mean its awful to feel unimportant to people you treasure a lot right;0.623324569
fear;i dont feel ashamed timid embarassed or anything else along those lines when im around him because i know he will still love me for me at the end of the day;0.920125423
sadness;im feeling a bit foolish because my precious rug is no longer covering the floor in our salon;0.275715756
sadness;i feel pressure or because im troubled or any of that bullshit but simply because i enjoy it;0.469117286
surprise;i whispered feeling stunned and uncertain;0.609760496
disgust;"On school, during a fancy fair, there was a stand of amnesty 
international. There I read (for the first time) a description of 
the tortures of a woman, what they did to her.";0.785570584
fear;i love the nothingness feeling but running did feel a little weird;0.727497684
surprise;i feel weird working out in front of my family for some reason too;0.464247593
fear;i went into the discussion feeling very nervous;0.007351
surprise;i kept feeling weird sensations somewhere between being burned and being shocked from the inside out;0.508917934
joy;i have two active blogs when im feeling super im posting to berlin for urban travelers;0.837314329
joy;i guess its good that i feel smart more often than i feel dumb though;0.566707261
sadness;i feel it would have been more of an insult had we rejected the invitation;0.243903626
joy;i serve you the more i feel so special;0.608197027
anger;i feel mad todd isnt stronger because i need him more and he sometimes feels mad im hours away instead of helping him at home;0.261024804
surprise;i have a job where i am needed and where i am missed when i go away and its not just the things that i do that are missed but me as a person and that feels amazing;0.407779721
joy;i do with family education and one way we feel that family education is so vital not just because you can come in and help the one who is addicted it is for the family because they are also negatively impacted by the slough that comes off with a person who is addicted;0.897315364
anger;i remember waking him up with coughing in the middle of the night because i couldnt breathe at one point had rolled over in a way that put pressure on my throat and the pain made it not want to take air fixed when i rolled back but now it feels aggravated from the coughs;0.308866183
anger;im feeling resentful;0.168906526
joy;i still feel confident about this semester;0.154594779
disgust;"At a party I met a girl who drew me to her, told me some nonsense 
and always wanted to kiss me.";0.575482671
anger;i realize someones not feeling like it pissed off and its pretty harsh when they hang up this way ah man i hate phone calls;0.855805987
anger;i know that isnt true but in my anxiety based reality i feel like a mad woman;0.914176169
disgust;A dirty person, smelling bad and unknown laying on me.;0.97099198
fear;im here afraid too that she will wake up the next day feeling differently everyday but no matter how scared i am i know that things couldnt be so bad because i have her;0.225288234
disgust;"Disgusted with boyfriend's mother - her overpowering, 
over-protecting and selfish attitudes.";0.65304745
anger;i credit i didn t feel agitated about all that stuff on my face and in my hair until a good two hours later which is longer than you re supposed to keep it up anyway i think;0.390498104
anger;i was feeling very hostile towards him;0.411382904
joy;i feel really smart now that i know what it is which may be the point considering of my experts told me it existed simply to make people who know how to use it sound smart;0.457884391
disgust;"Prolonged ""niggling"" of friend on a single theme which I 
considered of no consequence.";0.353789747
surprise;im feeling a little bit strange today stranger than usual that is;0.223392668
joy;i feel extremely cheated but amused;0.275969547
joy;i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay;0.688259887
sadness;i didn t know whether it was just pre race apprehension or if i was feeling a bit jaded after such a busy season but i had really struggled to summon up some enthusiasm for this race;0.707286132
surprise;i would feel weird if i didnt live here because i love it;0.164519219
sadness;we went to visit my mother at the residence she was crying and said that she was about to die i believed all her complaints and continously thought of the possibility of loosing her;0.954144674
surprise;i were discussing on freedom and economic growth in global civil society i cudnt help but feeling amazed our frens in da philippines dat they r happy maintain basic living condition without rapid development as long as their freedom is not being touched;0.392688204
surprise;i find that in the moments that i am willing to go out and try to feel something is when i feel the most amazed;0.852919205
anger;i feel a bit annoyed with myself that i haven t done more writing lately;0.944561724
joy;i havent been feeling too creative;0.94059212
surprise;i feel weird having just the of us;0.159463272
surprise;i feel that it will leave me with excitement and anticipation that will bring something pretty amazing into my life;0.464195206
surprise;i feel as if i look shocked;0.310449241
sadness;i feel hated loving god you made me who i am;0.204390054
surprise;i feel is a bit weird;0.675448564
disgust;A sour looking man was beating his thin dog in Remuera.;0.446784421
surprise;i feel funny even posting it because its so darned simple;0.16769413
sadness;i feel stupid even dignifying the statements of such a nutbag but in the interest of telling the whole story i guess i have to;0.035728625
disgust;"When my friends and I were camping in a weekend, and with little 
food, we met a middle age couple from a small town that invited 
us to eat in their house. Their house was small, badly built with 
old and dirty forniture and utensils. The problem was with pans, 
and dishes, and even the food.";0.984794143
sadness;i feel like i ve been beaten down in this company and then to be rejected;0.488209943
joy;i feel as though i have valuable input that can benefit the congregation as a whole;0.37525238
sadness;i feel like i have been beaten with a basebal hat;0.45132741
sadness;i feel less and less burdened or bothered by both the past and my present day to day challenges;0.623599028
fear;im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work;0.247330113
joy;i don t do much with myself anymore but i m feeling less than pretty these days girl;0.054194032
anger;i feel like the bitchy est most terrible person alive right now;0.083895429
anger;i know sometimes to others this may feel as though people are thinking as though you can not do things on your own you may feel insulted yet it is the total opposite they do it from their heart they do it with love;0.892681641
anger;i am feeling a little rushed here;0.117522913
disgust;"I saw a film where snakes were crawling everywhere. I felt them 
crawling over all my body with that ... skins. The noise that 
they did disturbed me very much.";0.983017783
fear;i was feeling rather apprehensive about traveling over here on my own as i have never flown alone and was worried about my ability to keep track of all of my important documents as well as various travel arrangements;0.676266646
disgust;"Recently in the tram, a man ran his fingers over my girlfriend 
then over me.";0.812624887
anger;i flush embarrassed and then feel slightly resentful;0.673195468
joy;i feel eager for things to really start happening;0.687836696
disgust;I found a big, black spider near a bag of food.;0.598074929
fear;i feel shaky and emotional just thinking about it which im sure the lack of sleep isnt helping;0.117247426
surprise;i just feel weird having canned something with so very much space left in the jar;0.532689055
surprise;i feel shocked right through with the both of you its no problem of mine but its a problem i find living a life that i cant leave behind;0.251560006
disgust;"A fellow student who seemed very nice later on proved to be a 
slimy fellow towards a professor.";0.038102871
surprise;i know you re feeling shocked too;0.920621281
fear;i really just want to scream because i feel helpless about it;0.983153416
fear;i was raised in a loving home i still managed to grow up feeling insecure about who i was;0.213833628
surprise;im feeling very dazed right now;0.265687391
disgust;"I lived together with my boyfriend. One night he stayed away and 
next day he told me that he had chat up with another girl.";0.653369244
disgust;One day I went to see a rather disagreeable film (X).;0.564614641
joy;i battle back and forth feeling anxiety over not being productive yet unable to be productive;0.491826913
fear;i dont know if this is how i expected i would feel but wow i am so scared;0.688178341
surprise;i put my pen to paper and made a list of things i want to feel in and i was surprised to find how much easier it was to define my goals once i had defined my feelings;0.176188264
disgust;"I'm very disgusted when I see people abusing their body with 
drugs and alcohol. They take advantage of these things usually 
for an excuse for the fantasies which they like and so they do 
things stupidly and unjustly.";0.264294275
surprise;i feel so damn curious with what this blond doctor plan to do this night;0.523324894
anger;i don t break my neck xander complained taking a few swigs of something he could definitely live without feeling a little insulted;0.838046933
sadness;i know now as i still cough and feel lethargic that the body is remarkable in how it recovers but that the mind and the body never forget and the cancer journey never really ends if not in body then in mind;0.146316619
disgust;"From the cigarette smoke. Usually I feel disgust from it when I 
am in a restaurant.";0.610026808
fear;i feel pressured in any sort of way;0.426813585
surprise;i still feel surprised and horrified whenever i think about what happened;0.391465978
anger;i feel a bit heartless for thinking about trivial stuff like make up and clothes;0.585362781
joy;i was feeling a bit more lively though not ready to go out yet therefore my dear friend maggie and myself went to a sweet little restaurant that just opened across from her apartment;0.715954962
disgust;"When I was a child, I was sometimes forced to eat things that 
disgusted me.";0.909279239
joy;i gushes more than top secret dexter function i feel really lucky width height;0.480028594
fear;i also feel vulnerable being left on the bed in virtual silence;0.900370418
joy;i feel calm silent and protected by the definiteness of this existence;0.401431757
sadness;i have had this pain for a while now where i feel like muscles all over my body are constantly aching all the time;0.693341175
fear;i still feeling indecisive over the decision i want to make;0.8860338
disgust;I saw a dog who was eating excrements.;0.755894131
fear;i feel like ive pressured her into this so i tell her no;0.879255542
anger;i feel petty and mean unemotional when im with her;0.290771076
anger;i feel fucking pissed off;0.887202238
anger;im fairly certain that part of the reason i always choose awful frames is because i feel so rushed;0.72597824
joy;i am feeling vigorous like a cajun olympian;0.484822288
sadness;i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart;0.416847722
surprise;i can see i can see although it does feel a little weird going in and out of focus as i move my head;0.750014609
disgust;When a person I did not know hurt a friend of mine.;0.538631763
anger;i do it moving between cars always feels dangerous;0.215830464
fear;i feeling so restless because i only worked clinic last evening and tis morning and i starting my late evening shift tmrw;0.731409983
joy;i can feel comfortable shooting in daisy dukes and a bikini top;0.847633371
anger;i feel so pissed off at the lack of help and support;0.685945755
anger;i love manicure monday its not perfect and sometimes leaves me feeling annoyed or frustrated;0.389035747
joy;i am grateful for my new calling and for all the amazing girls and leaders in the ward who have already made me feel welcomed and loved;0.436174784
surprise;i forgive myself that i ve allowed myself to within the experience of feeling overwhelmed find and use excuses as ideas about why i can t or should not apply myself;0.893467482
anger;i do feel impatient and frustrated at not having a plan set in stone;0.807340414
surprise;ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long;0.552936632
fear;im feeling a bit apprehensive about the trip;0.788702075
anger;i always feel angry;0.346658415
joy;i like super committed like to the point where i feel like i could honestly see myself marrying the person and am not a fan of casual sex or sex without love or any of that does your mate need to be taller than you;0.661739477
sadness;i know the feeling of being rejected left behind and snubbed by the person whom i made center of your life career and sanity whew;0.640011924
sadness;ill feel so pathetic;0.485048309
sadness;i worried a bit that things might feel a bit awkward after asking for more support but they werent;0.992073176
disgust;"I have an adopted Aboriginal sister I felt disgust due to the 
racism she has been subjected to.";0.05198698
anger;i feel like apologizing to everyone ive ever said hateful words to and i will;0.834591858
fear;i feel agitated and concerned and worried;0.735195073
fear;i start to run again i usually feel like i should be running and running only that a walk will be taking the wimpy way out;0.944460394
joy;i feel more peaceful already;0.154351949
surprise;i can think of to express how i feel is extremely amazed and extremely ecstatic;0.021053415
joy;i feel like my beloved city is going to ruins;0.487284149
anger;i had been feeling pretty pissed about this for the past few days pss i am gonna proof you wrong;0.734068839
sadness;i believe the unhealthy obsession with beauty and constant feelings of discontent young women are experiencing;0.415111408
surprise;i feel amazing right now my back is sore but i feel like i can wake up the kids and jump on my bed for an hour;0.03881796
disgust;I felt disgust of dirty.;0.409205204
joy;i still feel like i am going to pass out every time i think of our handsome credit but i must really love the house because i am prepared to close my eyes and stomach the fact that we are in debt for xx years;0.213689106
sadness;i hate the feeling cause its shitty to say the lease;0.024408808
anger;i go rinse off in the river feel crampy and cranky;0.25630918
fear;ive spent way too much time feeling pain to the point that im frightened to leave myself open to it;0.687839716
surprise;i feel amazed that you dont see that but instead you howl in your press release like rampage jackson over one of his octagon conquests;0.14788152
sadness;i feel dumb that this is the case;0.514772864
disgust;"I found a big black beetle in my coffee cup. It was alive big and 
it was moving its limbs.";0.635016634
fear;i feel apprehensive and nervous and vulnerable and im wondering what people are going to say;0.216916597
anger;this emotion has never been an intense one;0.074795677
fear;ive started feeling scared;0.318720692
anger;i can afford to forgive you if you are emotionally charged and you feel wronged;0.929907294
fear;im feeling kind of scared cuz im falling in love with you but you dont care cuz you dont know how i feel i dont want to give my heart to someone new someone please stop me;0.143179145
fear;i feel anxious and worthless;0.017616755
anger;i came from work feeling agitated because i am going back home;0.740319754
fear;i feel a bit insecure and our communication challenges leave me feeling distant so i crave more intimacy and security;0.137119228
joy;i feel i was most triumphant;0.593900579
joy;i feel more safe now especially since my psychologist has said that its rather clear that i suffer from gender dysphoria they can see that thats not something that ive made up and im not gonna end up just being dropped to fend for myself and try and deal with it on my own;0.764521473
disgust;A TV program on whale-hunting.;0.225811903
joy;i have had so many replies via my blog facebook twitter amp email with lots of different ideas and suggestions that i feel confident that we can find a solution that will work for us;0.354025695
anger;i am feeling fed up and irritated and i am taking it out on my partner which i hardly ever do img src http otuman;0.347913144
fear;i feel paranoid that people have something on me;0.20238596
joy;i feel really special;0.619497475
disgust;When reading a newspaper story of a man who had committed incestuous acts on his two-year old child - the thought that anyone could do such a thing is abhorrent to me.;0.502738293
anger;i also fall into that category of vicious ass holes now and again but when i do i feel like a vicious ass hole for it;0.181176689
anger;i feel rebellious and some rules are begging to be broken let s have some fun here s a list of the top real estate blogging rules i love to break and the contributors can too;0.943490203
surprise;i didnt even feel the incision and then i felt the most amazing feeling that i can only describe as an insane amount of pressure being released;0.166534255
anger;i am feeling a little less furious with the tonne heap of sh;0.678266392
sadness;i feel pathetic that i claimed to know you yet i still barely do;0.20930896
disgust;"I saw a program on T.V where they had to saw a skull for an   
operation.";0.225306922
anger;i am sometime i cant help myself of feeling annoyed by all this people;0.426284324
joy;i made this song at a point my life when i feel i was at a crossroads trying to be successful in music but having to survive in the real world haze says;0.6103264
disgust;"When I red a report in the magazine VESA about an Iranian telling 
what she had lived in the prisons in Iran. I felt disgust about 
that people.";0.967131655
anger;i have never yet heard of a white person feeling insulted by being called white;0.679940884
joy;i feel calm and composed;0.066444169
joy;i am in that shoe i know the feeling and how excited it is to commemorate our childs one year milestone;0.659316291
sadness;i feel sorta bad claiming to be such a big fan of the show when i dont even own the last season;0.274854328
surprise;i was shown this video though which i feel i must share with you because it left me feeling absolutely stunned and incredulous;0.464535441
fear;i understand they dump some extra citrate into what they pump back into your bloodstream so that you end up feeling some weird tingling sensations that i cant imagine anyone finding pleasant;0.079044757
fear;i thank the students and give a mix of handshakes and high fives and depart feeling the contents of my stomach nicely shaken but not too terribly stirred;0.645327591
surprise;i feel about it yet curious to see the format when it is published;0.643527812
fear;i am suddenly feeling reluctant about this whole thing;0.270274769
joy;i feel that this image furthers the suppression of the divine feminine and women s inherent beauty;0.304853086
disgust;I saw a cripple in rags with small children in Italy. He was probably an imposter.;0.890916587
anger;i just feel so caught up in having to prevent heart break that im so distracted from the important things;0.285472207
sadness;i feel sorry for conservatives in many ways;0.602315588
surprise;i felt the feeling of being shocked;0.260775983
disgust;"When somebody behaves like a scoundrel. Recently a colleague of 
mine used the name of another one for his own benefit.";0.449577533
sadness;id been dealing with in salt lake noting that taco maker chooses to call its tator tots potato gems instead of tator tots or mexi fries like taco time then debating whether i should feel dumb for eating at taco maker during my one day in park city;0.507977423
fear;i was with relative strangers sleep deprived had been crying in my room before dinner feeling out of place being away from my family terrified of what the next twenty five days was to hold;0.141611476
anger;i must admit i felt more nervous than i would feel for a viva exam dissatisfied as usual some god decided to intervene at that point i think coz he signed something n gave them to me;0.122910409
anger;i still felt that loopy feeling and very irritable;0.268494855
joy;i feel really lucky that the people in my family still value this time and carry on this tradition;0.220438875
anger;i was feeling stubborn so when my friend said that i had to come to her if i wanted a hug i said well come halfway but no so i just walked off and shes leaving today;0.37706757
surprise;i remember feeling curious about my mums and sisters clothes when i was in the third year of primary school;0.041158174
