text;emo
i feel crappy actually;sadness
i feel so invigorated so focused about what im being led to pursue right now and in the future;joy
i feel i am shy and i am afraid of keeping my point of view;fear
i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine;sadness
im not going to lie i feel a little insulted;anger
i feel peaceful and unafraid certain that my god has my best interests at heart;joy
i feel awful and have had chills on and off day and night;sadness
i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year;joy
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting;joy
i feel like nothing can stop me and sometimes i feel like so defeated;sadness
i email authors about interviews i feel a little intimidated;fear
i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior;sadness
im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world;joy
i dont think my desire level is too much to bear but i feel unwelcome;sadness
i am feeling a lil bit gloomy;sadness
i find that i never stop feeling excited for our company s future;joy
i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more;sadness
i feel so stupid to think they will trust me;sadness
i feel awful everytime ac;sadness
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while;fear
i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time;joy
i feel shafted or greedy;anger
i stop feeling so depressed and;sadness
i feel so emotional reaching three finals in four years;sadness
i wasnt feeling well yesterday and today has been randomly busy;joy
i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness;joy
im feeling really positive desp;joy
i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies;joy
i met you i used to want to lock myself into a vault just to feel precious;joy
i really hate that feeling when youre unsure about something;fear
i feel like those rich people all fall into the category of don t belong when i see them on the bus;joy
i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful;joy
i feel honored to be witness to another s process;joy
i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help;fear
i feel stupid and incapable and i dont know what i want to do and work is stupid and only for the next two weeks and i m questioning everything;sadness
i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely;sadness
i feel like this concert was much more successful than the previous one;joy
i was just feeling needy;sadness
i also feel so awful feeling this way;sadness
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person;joy
i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description;sadness
i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas;sadness
i feel completely drained physically and mentally worn out;sadness
i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes;joy
im feeling so broke right now but i loved every minute of it;sadness
i want to say that i feel vulnerable writing and sharing this info;fear
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult;anger
i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear;sadness
i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing;joy
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings;fear
i wasnt feeling casual much;joy
i feel slightly emotional watching it;sadness
i feel like i ve regained another vital part of my life which is living;joy
i went up to the teacher and said im gonna step outside for a second im really not feeling too well;joy
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon;fear
i could feel myself getting that shaky feeling;fear
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love;sadness
i feel like he was more important to me than i thought he was;joy
i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at;joy
im feeling awfully spiteful right now;anger
i guess you cant see how wed feel a bit unwelcome;sadness
i stay up and feel foolish;sadness
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition;anger
i feel so highly intimidated that i get flustered and cant form my words not even in english with her;fear
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further;fear
i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how happy i was and for providing me with the wherewithal to get through each day;joy
id never do but i woke feeling stressed;sadness
i feel terrible about the lady driver though;sadness
i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school;sadness
i am being told i should feel satisfied because i am in good standing with the powers that be;joy
i actually just feel really eager;joy
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent;sadness
i feel so welcomed;joy
i shut the door but i didn t feel triumphant;joy
i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain;joy
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one;joy
my roommate was rude to me;anger
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you;anger
i watched his face contort in sadness i began to feel regretful of my actions;sadness
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most;sadness
i prayed to trust god with my desire to feel a divine sense of home;joy
i found is that feeling worthless is a waste of time;sadness
i feel totally carefree with them around;joy
i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach;joy
i feel so incredibly graceful and sexy in this pose i have to say;joy
i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings;sadness
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why;anger
i want to avoid feeling disliked;sadness
i feel pretty lame typing that but my upper body is so weak;sadness
i feel very needy;sadness
i feel and i think that should be respected;joy
i was feeling a little like a cold was coming on;anger
i just wanna say that the last three months i feel so happy about my blog;joy
i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy;sadness
i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating;sadness
i feel that tenure protects a lot of teachers that r innocent;joy
i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path;anger
i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes;joy
i feel like the character precious;joy
i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week;sadness
i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more;joy
i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that;sadness
i feel tortured by something;anger
i feel suffocated yet charmed my brain pauses logic;joy
i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family;sadness
i had coped for barely twenty four hours before i was feeling wrung out and distraught;fear
i feel that the father wants to tell you that he is pleased with you;joy
i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again;joy
im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable;anger
i wanted to feel assured;joy
i feel like copying the handsome boy say yay so fun;joy
i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage;sadness
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans;anger
i feel excited about something that is soley for me here is the video about it;joy
i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood;sadness
i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife;sadness
i feel ashamed that i again let it come that far;sadness
i feel a little ashamed that i had such low expectations in the first place;sadness
i feel like im being a terrible person and that hes going to hate me for thinking these things;sadness
i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things;joy
i need to listen to a song where i can be angry and feel accepted at the same time;joy
i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy;sadness
i know that feeling for sure;joy
i was left feeling bothered by it for a long time afterwards;anger
i feel like hopeless helpless worthless scum;sadness
i feel so blessed to have both lisa and god as friends in this life;joy
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better;anger
i am still feeling a little remorseful that we didnt just break down and buy it;sadness
i feel more and more stressed;anger
i do not feel like i am intelligent enough to be a teacher;joy
i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving;joy
i fully enjoy music when i feel afraid using headphones;fear
i feel so cranky right now;anger
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results;joy
ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly;sadness
i feel pretty insecure about my current relationship;fear
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty;sadness
i feel like ending my life like some song from damaged or something;sadness
i feel totally rejected;sadness
i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive;sadness
i feel more jaded;sadness
i feel a little strange chasing after them since im so disappointed in the brand as a whole;fear
i was to her in fact so i m taking that as she feels regretful for what she has done;sadness
i feel embarrassed by it;sadness
i perceive you feel the dint of pity these are gracious drops;joy
i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy;sadness
i feel this violence is petty and impractical;anger
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say;joy
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night;joy
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc;fear
i feel civilly disturbed class delicious title share this on del;sadness
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing;fear
i feel is a dumb plot idea;sadness
im doing things that make me feel brave and strong i have a a href http derfwadmanor;joy
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks;anger
i have to leave my hair alone now if im feeling impatient;anger
i just love the colors and the way the yarns feel i also love supporting small businesses and it allows me to provide quality products in my own shop;joy
i am reliving all of the feelings of being rejected less than and not good enough from years ago;sadness
i was feeling quite casual that day;joy
i should feel like successful independent woman a la destinys child no;joy
i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me;sadness
i remember feeling more amused than sensing that i was in any real danger however i must have been experiencing a little bit of shock;joy
i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be happy you have me;anger
im feeling a little gun shy about this;fear
i feel a bit stressed so i get up and take two rescue tablets;sadness
i feel im being hated;sadness
i am feeling so morose right now i hate how little things like this have enough power to distract me from my day to day life;sadness
i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series;sadness
i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him;sadness
i feel that now i am a lot less irritable than i was before;anger
i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more;joy
i think a lot of the fun there is in meeting the players expectation and making the player feel clever making it seem like they re not just clicking on an option you know;joy
ive had that vomity shocked feeling from jealousy before and its not something you want to keep feeling and its definitely something you want to get resolved as soon as possible;joy
i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake;sadness
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just;anger
i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself;joy
i feel festive;joy
ill smoke a few cigarettes because im feeling a little nervous;fear
i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him;joy
i just feel heartbroken vunerable and sick tonight;sadness
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right;fear
i stop feeling so mad i ll stop behaving like this;anger
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog;anger
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing;fear
im feeling confused but ill keep trudging through;fear
im feeling quite cold actually;anger
this happened when i could not get into the school i had initially wanted;anger
i feel that is why she suddenly got mad at mom;anger
i could also feel very bad about myself for not being able to keep up;sadness
i feel scared and stupid;fear
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up;joy
i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do;joy
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach;fear
i am feeling very anxious about going to therapy w;fear
i feel angry thinking how much the government has gulped away over money;anger
i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever;joy
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit;anger
im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them;joy
i am feeling generous so you can pick any reason you like but make sure you take your wise mothers advice so i dont feel the need to drag all this to court;joy
i used to get the worthless feeling like i said previously my gear was going on ebay but now catch or not i m not bothered it is all about having a go i think a little more when fish are thin on the ground but not dejected or angry;anger
i understand the logic of having a student congress but i cant help but feel thats its really really really boring;sadness
i am feeling unsure about my words but it also means i am writing which is good;fear
i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me;joy
i has for this other woman she feels greedy and wants kairi all for herself;anger
i can admit that even though i feel horrible now;sadness
i feel almost angry that i have been fed like a lab rat for so many years;anger
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me;sadness
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote;anger
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food;fear
i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week;joy
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared;fear
i came away feeling that i should have felt unfortunate or cheated;sadness
i was feeling so regretful i didnt get it the other time;sadness
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it;anger
i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am;joy
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed;fear
i feel without being disturbed by it;sadness
im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to;sadness
i hate all shopping when i feel rushed by hoards of people;anger
id feel like a heartless bitch if i didnt share these with anybody;anger
i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education;joy
i always forgive and am still feeling hurt;sadness
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class;anger
im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession;sadness
im feeling so disillusioned with it all right now;sadness
i am beginning to feel startled by how little of last week i remember;fear
i feel superior because i actually know who their president is;joy
i feel like other books i pick up are going to be dull and boring in comparison;sadness
i took steps and immediately remembered the feeling i had when my water broke with jack;sadness
i feel most passionate and artistic and settled into my craft;joy
i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap;anger
im feeling a little stressed about it;sadness
i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening;joy
i am slowly paying off my debts and i feel generally happy about where i am and what im doing;joy
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever;anger
i feel fearless janelle mon e elle canada february img width height src http www;joy
i need to tell someone how i feel you are gorgeous;joy
i feel rude for ignoring your plea for help and its all your fault;anger
i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details;anger
i love the museums there and although i love art i feel very dumb not knowing all of these paintings;sadness
ive to admit im feeling excited yet so unprepared for the surgery;joy
i feel like im so enraged;anger
i feel dumb for even liking you;sadness
im sure ill also feel a bit nervous;fear
i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu;sadness
i could listen for hours without feeling either threatened or the slightest bit shocked;fear
i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind;joy
im feeling a little uptight and pinched today;fear
i like this so much but i feel like somehow this will be a term that becomes more popular in the future;joy
im also feeling more energetic and able to keep going for a better part of the day;joy
i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie;joy
i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting;joy
i am already feeling homesick for a country that isnt mine own;sadness
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it;anger
i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star;sadness
i feel the less successful pieces were my two front covers as the images i used here were taken from movie stills;joy
i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained;fear
i feel confident that we will be blessed with other children in the lords timing;joy
i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on;sadness
i feel like it is conor at his most sincere;joy
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills;fear
i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs;joy
ill let you in on a few more huge dieting secrets just because im feeling very festive and giving right now;joy
i feel as though you are determined to annoy me you know i dont want you listening to the radio;joy
i feel like i ll never be as graceful an;joy
i am feeling stressed;sadness
i don t feel super strongly about it;joy
i can feel the cold of winter;anger
i feel and look gorgeous beautiful and sexy;joy
im feeling all triumphant you may high five me if you choose mind you ill laugh at you but;joy
i can no longer wear my t shirts without feeling like i m supporting a totally different band;joy
ive been without a home without somewhere that i feel truly welcomed and safe;joy
i feel more in control and less frightened about my headaches and migraine attacks excellent service;fear
i am feeling extremely contented with our decision to home educate;joy
i guess the trick is i need to go in strong and get what i want and not feel bashful over it;fear
i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny;sadness
i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air;joy
i feel we have a wonderful thing called a minute breathing space you can stop any time in the day even when you are driving along the motorway or in the middle of an important telephone call;joy
i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is;joy
i feel that time frame is going properly i m keen on you plenty probably we could repeat this once more and then the lady may possibly grin at you as well as claim the girl loves as well;joy
i feel so bitchy suddenly;anger
i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me;joy
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up;fear
i feel defective or something;sadness
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off;anger
i feel so lucky to have the opportunity to be here;joy
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way;joy
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy;sadness
ive been really angry with r and i feel like an idiot for trusting him in the first place;joy
i sighed feeling like she was doomed to fail at this sort of thing;sadness
i said quietly too tired to feel anguished anything but resigned;sadness
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner;fear
i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said;joy
i was feeling brave tonight so i decided to go for my nd attempt at a vlog;joy
i was feeling melancholy on a cloudy rainy lonely easter sunday;sadness
i now feel like i look really ugly some people think i look retarted;sadness
i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his;joy
i feel petty for saying shes fucked up because technically she doesnt have to get me a gift;anger
i feel like it here are ten of the many sites that keep me entertained on a daily basis;joy
i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted;joy
i was having a horrible day and decided i would only feel better if i didnt have red hair anymore so i immedietly went to wal mart and found a box of hair color with the description soft dark brown;joy
i go to little tiny andover and take a walk at night i feel absolutely terrified;fear
i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes;fear
i love that she doesnt always feel brave;joy
i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful;sadness
i feel whos work is worthwhile in this world and actually makes me cry;joy
i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear;joy
my girlfriend sent me a letter with a shiny picture in it;joy
i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too;joy
im not feeling joyful or spiritually fit;joy
i do feel jaded very often;sadness
i feel grouchy or short tempered then the guilt kicks in;anger
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try;fear
i feel hateful of myself for being alone;anger
i feel highly burdened and incapacitated by my stupid flaring legs;sadness
i feel fabulous;joy
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean;anger
i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter;fear
i can wear anything and not feel bad;sadness
i feel style of charming creepy macabre drinks the fountain;joy
i feel abit hopeless at times man darn itttt;sadness
i definitely recommend this for anyone who is feeling depressed or anxious;sadness
i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart;joy
i feel awfully blessed;joy
when my beloved grandfather died;sadness
im happy to have this in my kitchen but it feels like someone rushed this out and cut corners;anger
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared;joy
i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless;joy
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me;fear
i feel awful that these thoughts are running around in my head but i can t help it;sadness
i feel inside of me that it was not in vain;sadness
i keep feeling that sometimes one just has to fake it till they make it;sadness
i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number;joy
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again;joy
i just naturally feel like i m a better player;joy
i feel angered by this;anger
i go into work when im feeling low ill only feel worse all or nothing thinking e;sadness
i feel fantastic and i find that i have a renewed sense of strength and endurance;joy
i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from;joy
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking;sadness
i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture;joy
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not;joy
i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible;sadness
i turn feeling ridiculously awkward and very self conscious to face zayne;sadness
i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused;joy
i feel fucked is available to pre order from a href http churchoffuck;anger
i already feel myself becoming more casual in my fandom;joy
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task;fear
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated;anger
i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations;joy
im a firm believer that nothing makes a woman feel much more terrific than a great trip to the salon to lift her spirits a bit;joy
i always feel invigorated while listening to her that we can win this war against predatory school deform;joy
i an asylum seeker who i don t know how they live in this country without feeling assaulted;fear
i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis;sadness
i feel the calm;joy
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down;fear
i feel very numb at the moment;sadness
i think i am still feeling a little groggy from that;sadness
i feel like im a violent mother;anger
i sure feel sorry for what happened to your friend diego he was your friend right;sadness
i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being;joy
i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self;joy
i feel like i cant take it anymore i told my boyfriend and he is furious;anger
ive found myself feeling low and at other times sad;sadness
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine;sadness
i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore;sadness
i have been struggling with this feeling of being damaged;sadness
i am not in general feeling particularly virtuous this month;joy
im feeling adventurous and my laundry hamper;joy
i feel blessed to have had years with him and i am thankful for all i learned from him;joy
i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation;sadness
i feel less valued cause i dont look good;joy
i can feel their joy and excitement for the opportunity to receive these vital ordinances;joy
i feel that phrase implies a calm orderly procession in which i would remove the refuse from my;joy
i can eat but allow myself one naughty item of my choice to avoid feeling deprived;sadness
i proclaim to have lost a bit of my sanity and feel so shaky;fear
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next;fear
i feel uncomfortable with the fact i am so powerless at the moment;fear
as a child i suffered of nightmares even since than;fear
i feel resentful and really work that resentment until i blow up;anger
i just feel so fucked up these days;anger
i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day;sadness
i feel that each point is equally important than each;joy
i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead;sadness
i feel so gloomy this independence day;sadness
i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here;sadness
i am in no way complaining or whining or feeling ungrateful;sadness
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it;fear
i feel better now;joy
i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk;sadness
i want to feel like i m reading something worthwhile;joy
i felt low at this point with missing people i know and i love but feeling helpless to do it;fear
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable;fear
i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else;sadness
i know they mean no harm but i cant help but feel offended;anger
i feel i was intimidated by the college and people at home;fear
i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it;sadness
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting;sadness
i feel like reading anansi boys again its gorgeous;joy
i feel so violent but im a paper tiger;anger
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time;sadness
i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of;sadness
im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up;joy
i feel like i have been emotionally beaten to a pulp;sadness
i go to my son s conference next week and i am already feeling nervous and apprehensive;fear
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life;anger
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared;anger
i feel all mellow and calm;joy
im feeling a little more adventurous;joy
i just feel really lame;sadness
i leave them i feel invigorated;joy
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys;joy
